LST Per-LCZ-Class Histogram Data
Temperature range: -189 to 211 F
LCZ classes: [1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]

LCZ_CLASS 1 (Compact high-rise) total_pixels=8639972
Temp(F)	Count	Probability
-68	5001	0.0000067805
-67	5569	0.0000075507
-66	6392	0.0000086665
-65	6526	0.0000088482
-64	5875	0.0000079656
-63	6170	0.0000083655
-62	5835	0.0000079113
-61	6330	0.0000085825
-60	6347	0.0000086055
-59	7770	0.0000105349
-58	7970	0.0000108060
-57	9160	0.0000124195
-56	9414	0.0000127639
-55	9185	0.0000124534
-54	8363	0.0000113389
-53	7879	0.0000106827
-52	8001	0.0000108481
-51	8185	0.0000110975
-50	7166	0.0000097159
-49	6130	0.0000083113
-48	6353	0.0000086136
-47	5898	0.0000079967
-46	5897	0.0000079954
-45	5846	0.0000079262
-44	6122	0.0000083004
-43	5482	0.0000074327
-42	5444	0.0000073812
-41	5807	0.0000078734
-40	5846	0.0000079262
-39	5581	0.0000075669
-38	5830	0.0000079045
-37	5725	0.0000077622
-36	5518	0.0000074815
-35	5135	0.0000069622
-34	4999	0.0000067778
-33	5885	0.0000079791
-32	6198	0.0000084035
-31	6439	0.0000087302
-30	5929	0.0000080388
-29	5501	0.0000074585
-28	5754	0.0000078015
-27	5586	0.0000075737
-26	6235	0.0000084537
-25	6165	0.0000083587
-24	6202	0.0000084089
-23	6032	0.0000081784
-22	6670	0.0000090434
-21	6236	0.0000084550
-20	5814	0.0000078828
-19	7102	0.0000096292
-18	9815	0.0000133076
-17	10796	0.0000146376
-16	10235	0.0000138770
-15	8361	0.0000113362
-14	7497	0.0000101647
-13	7624	0.0000103369
-12	7641	0.0000103600
-11	8582	0.0000116358
-10	8675	0.0000117619
-9	11631	0.0000157698
-8	12996	0.0000176205
-7	14155	0.0000191919
-6	16415	0.0000222561
-5	19212	0.0000260484
-4	22747	0.0000308413
-3	25271	0.0000342634
-2	25241	0.0000342227
-1	28564	0.0000387282
1	33039	0.0000447955
2	31891	0.0000432390
3	32990	0.0000447291
4	34876	0.0000472862
5	42566	0.0000577126
6	46297	0.0000627712
7	48075	0.0000651819
8	50280	0.0000681716
9	58259	0.0000789898
10	61899	0.0000839250
11	69807	0.0000946470
12	88570	0.0001200866
13	116548	0.0001580202
14	185286	0.0002512179
15	194645	0.0002639071
16	198499	0.0002691325
17	220258	0.0002986342
18	241339	0.0003272167
19	251463	0.0003409432
20	274580	0.0003722861
21	313464	0.0004250065
22	367391	0.0004981228
23	405334	0.0005495674
24	448849	0.0006085667
25	481039	0.0006522111
26	494640	0.0006706519
27	498841	0.0006763477
28	452170	0.0006130694
29	429889	0.0005828600
30	452548	0.0006135819
31	518481	0.0007029764
32	593940	0.0008052866
33	714370	0.0009685702
34	852871	0.0011563552
35	1013099	0.0013735984
36	1145379	0.0015529487
37	1248891	0.0016932943
38	1315667	0.0017838317
39	1395875	0.0018925808
40	1517127	0.0020569789
41	1654358	0.0022430419
42	1817469	0.0024641941
43	1898114	0.0025735357
44	1984628	0.0026908347
45	2059934	0.0027929374
46	2223223	0.0030143309
47	2426010	0.0032892773
48	2560953	0.0034722382
49	2587650	0.0035084350
50	2711449	0.0036762864
51	2820928	0.0038247222
52	3047301	0.0041316474
53	3377187	0.0045789195
54	3731018	0.0050586571
55	4096821	0.0055546268
56	4331453	0.0058727499
57	4607799	0.0062474304
58	4813416	0.0065262138
59	5058483	0.0068584850
60	5282791	0.0071626104
61	5701093	0.0077297603
62	6156780	0.0083475982
63	6713387	0.0091022673
64	7191295	0.0097502332
65	7813869	0.0105943429
66	8377747	0.0113588703
67	8826695	0.0119675712
68	9075784	0.0123052956
69	8958063	0.0121456850
70	8753847	0.0118688011
71	8425733	0.0114239316
72	8185628	0.0110983880
73	7788067	0.0105593596
74	7551169	0.0102381642
75	7320057	0.0099248137
76	7218541	0.0097871744
77	7117881	0.0096506957
78	7142270	0.0096837633
79	7114794	0.0096465102
80	7210604	0.0097764131
81	7176505	0.0097301804
82	7095788	0.0096207412
83	7070562	0.0095865388
84	6969308	0.0094492548
85	6971944	0.0094528287
86	7003654	0.0094958224
87	7298710	0.0098958706
88	7638299	0.0103562984
89	8042471	0.0109042903
90	8166110	0.0110719247
91	8312221	0.0112700276
92	8340550	0.0113084372
93	8496054	0.0115192755
94	8633464	0.0117055812
95	8736443	0.0118452041
96	8887902	0.0120505580
97	8882065	0.0120426440
98	8960492	0.0121489783
99	8962107	0.0121511680
100	9062416	0.0122871708
101	9080218	0.0123113074
102	9262139	0.0125579629
103	9394679	0.0127376657
104	9709103	0.0131639738
105	9941697	0.0134793336
106	10265285	0.0139180666
107	10515265	0.0142569991
108	10669377	0.0144659500
109	10927033	0.0148152899
110	11027165	0.0149510527
111	11254390	0.0152591331
112	11370131	0.0154160592
113	11564144	0.0156791094
114	11529965	0.0156327682
115	11501695	0.0155944387
116	11257927	0.0152639287
117	11133422	0.0150951200
118	10848912	0.0147093705
119	10679841	0.0144801375
120	10414503	0.0141203821
121	10051879	0.0136287226
122	9747935	0.0132166237
123	9248506	0.0125394787
124	8873239	0.0120306773
125	8399434	0.0113882744
126	8014605	0.0108665085
127	7574085	0.0102692346
128	7228261	0.0098003531
129	6844850	0.0092805098
130	6583618	0.0089263215
131	6221470	0.0084353073
132	5904499	0.0080055459
133	5472458	0.0074197682
134	5002074	0.0067820035
135	4415562	0.0059867881
136	3797877	0.0051493071
137	3247341	0.0044028693
138	2731817	0.0037039021
139	2321406	0.0031474512
140	1943168	0.0026346216
141	1622324	0.0021996090
142	1309798	0.0017758743
143	1029659	0.0013960511
144	764579	0.0010366455
145	567436	0.0007693515
146	407207	0.0005521068
147	292880	0.0003970979
148	207660	0.0002815534
149	147938	0.0002005800
150	105789	0.0001434328
151	76209	0.0001033271
152	57679	0.0000782034
153	44990	0.0000609992
154	39589	0.0000536763
155	33830	0.0000458680
156	28042	0.0000380204
157	22521	0.0000305348
158	15795	0.0000214155
159	10515	0.0000142566
160	6754	0.0000091573
161	4551	0.0000061704
162	2578	0.0000034954
163	1665	0.0000022575
164	1018	0.0000013802
165	690	0.0000009355
166	474	0.0000006427
167	406	0.0000005505
168	250	0.0000003390
169	213	0.0000002888
170	165	0.0000002237
171	125	0.0000001695
172	64	0.0000000868
173	72	0.0000000976
174	54	0.0000000732
175	30	0.0000000407
176	19	0.0000000258
177	6	0.0000000081
178	21	0.0000000285
179	13	0.0000000176
180	12	0.0000000163
181	8	0.0000000108
182	17	0.0000000230
183	16	0.0000000217
184	17	0.0000000230
185	11	0.0000000149
186	10	0.0000000136
187	8	0.0000000108

LCZ_CLASS 10 (Heavy industry) total_pixels=28123635
Temp(F)	Count	Probability
-189	66985	0.0023818045
-188	339	0.0000120539
-187	299	0.0000106316
-186	258	0.0000091738
-185	226	0.0000080359
-184	328	0.0000116628
-183	227	0.0000080715
-182	263	0.0000093516
-181	266	0.0000094582
-180	261	0.0000092805
-179	266	0.0000094582
-178	236	0.0000083915
-177	217	0.0000077159
-176	248	0.0000088182
-175	234	0.0000083204
-174	241	0.0000085693
-173	284	0.0000100983
-172	227	0.0000080715
-171	167	0.0000059381
-170	256	0.0000091027
-169	233	0.0000082848
-168	304	0.0000108094
-167	258	0.0000091738
-166	321	0.0000114139
-165	367	0.0000130495
-164	322	0.0000114494
-163	381	0.0000135473
-162	407	0.0000144718
-161	283	0.0000100627
-160	334	0.0000118761
-159	244	0.0000086760
-158	262	0.0000093160
-157	287	0.0000102049
-156	273	0.0000097071
-155	294	0.0000104538
-154	321	0.0000114139
-153	377	0.0000134051
-152	355	0.0000126228
-151	317	0.0000112717
-150	258	0.0000091738
-149	251	0.0000089249
-148	307	0.0000109161
-147	373	0.0000132629
-146	359	0.0000127651
-145	361	0.0000128362
-144	416	0.0000147918
-143	335	0.0000119117
-142	298	0.0000105961
-141	230	0.0000081782
-140	248	0.0000088182
-139	244	0.0000086760
-138	223	0.0000079293
-137	290	0.0000103116
-136	239	0.0000084982
-135	235	0.0000083560
-134	225	0.0000080004
-133	218	0.0000077515
-132	246	0.0000087471
-131	252	0.0000089604
-130	314	0.0000111650
-129	299	0.0000106316
-128	254	0.0000090315
-127	318	0.0000113072
-126	368	0.0000130851
-125	588	0.0000209077
-124	936	0.0000332816
-123	1022	0.0000363395
-122	981	0.0000348817
-121	770	0.0000273791
-120	893	0.0000317527
-119	743	0.0000264191
-118	588	0.0000209077
-117	357	0.0000126939
-116	254	0.0000090315
-115	220	0.0000078226
-114	163	0.0000057958
-113	99	0.0000035202
-112	78	0.0000027735
-111	70	0.0000024890
-110	100	0.0000035557
-109	67	0.0000023823
-108	103	0.0000036624
-107	142	0.0000050491
-106	153	0.0000054403
-105	131	0.0000046580
-104	144	0.0000051202
-103	104	0.0000036980
-102	75	0.0000026668
-101	93	0.0000033068
-100	111	0.0000039469
-99	149	0.0000052980
-98	130	0.0000046224
-97	141	0.0000050136
-96	123	0.0000043735
-95	182	0.0000064714
-94	206	0.0000073248
-93	142	0.0000050491
-92	171	0.0000060803
-91	218	0.0000077515
-90	260	0.0000092449
-89	211	0.0000075026
-88	239	0.0000084982
-87	309	0.0000109872
-86	347	0.0000123384
-85	217	0.0000077159
-84	212	0.0000075381
-83	236	0.0000083915
-82	229	0.0000081426
-81	288	0.0000102405
-80	267	0.0000094938
-79	394	0.0000140096
-78	412	0.0000146496
-77	413	0.0000146852
-76	389	0.0000138318
-75	472	0.0000167830
-74	651	0.0000231478
-73	530	0.0000188454
-72	474	0.0000168542
-71	445	0.0000158230
-70	353	0.0000125517
-69	399	0.0000141874
-68	460	0.0000163563
-67	445	0.0000158230
-66	559	0.0000198765
-65	633	0.0000225078
-64	856	0.0000304370
-63	629	0.0000223655
-62	693	0.0000246412
-61	670	0.0000238234
-60	792	0.0000281614
-59	936	0.0000332816
-58	759	0.0000269880
-57	784	0.0000278769
-56	951	0.0000338150
-55	918	0.0000326416
-54	729	0.0000259213
-53	740	0.0000263124
-52	805	0.0000286236
-51	800	0.0000284458
-50	727	0.0000258501
-49	623	0.0000221522
-48	683	0.0000242856
-47	710	0.0000252457
-46	711	0.0000252812
-45	768	0.0000273080
-44	811	0.0000288370
-43	664	0.0000236100
-42	750	0.0000266680
-41	1259	0.0000447666
-40	1387	0.0000493179
-39	1748	0.0000621541
-38	2124	0.0000755237
-37	2282	0.0000811417
-36	2291	0.0000814617
-35	1975	0.0000702256
-34	2248	0.0000799328
-33	2134	0.0000758792
-32	1348	0.0000479312
-31	1249	0.0000444110
-30	1270	0.0000451577
-29	1123	0.0000399308
-28	1486	0.0000528381
-27	1623	0.0000577095
-26	1528	0.0000543315
-25	1044	0.0000371218
-24	1166	0.0000414598
-23	1267	0.0000450511
-22	1317	0.0000468289
-21	1278	0.0000454422
-20	1264	0.0000449444
-19	1397	0.0000496735
-18	1791	0.0000636831
-17	1362	0.0000484290
-16	1422	0.0000505625
-15	1306	0.0000464378
-14	1343	0.0000477534
-13	1692	0.0000601629
-12	1727	0.0000614074
-11	2242	0.0000797194
-10	2451	0.0000871509
-9	2790	0.0000992048
-8	2847	0.0001012316
-7	2699	0.0000959691
-6	3835	0.0001363622
-5	4749	0.0001688615
-4	4992	0.0001775019
-3	4480	0.0001592966
-2	4855	0.0001726306
-1	5528	0.0001965607
1	7795	0.0002771690
2	10021	0.0003563195
3	8326	0.0002960499
4	7929	0.0002819337
5	8223	0.0002923875
6	9297	0.0003305760
7	9507	0.0003380431
8	8980	0.0003193044
9	8046	0.0002860939
10	7384	0.0002625550
11	9129	0.0003246024
12	11008	0.0003914146
13	11700	0.0004160202
14	12518	0.0004451060
15	13507	0.0004802722
16	15342	0.0005455198
17	17013	0.0006049360
18	19836	0.0007053142
19	24256	0.0008624774
20	28773	0.0010230897
21	32948	0.0011715413
22	35498	0.0012622124
23	37444	0.0013314068
24	40577	0.0014428078
25	43858	0.0015594712
26	39532	0.0014056504
27	38931	0.0013842805
28	41515	0.0014761605
29	43997	0.0015644137
30	50295	0.0017883535
31	56612	0.0020129688
32	64640	0.0022984227
33	74291	0.0026415860
34	83110	0.0029551656
35	97220	0.0034568789
36	108867	0.0038710145
37	116030	0.0041257113
38	120843	0.0042968485
39	121363	0.0043153383
40	115564	0.0041091417
41	104450	0.0037139580
42	111476	0.0039637835
43	119291	0.0042416636
44	128004	0.0045514742
45	133446	0.0047449770
46	138831	0.0049364529
47	147398	0.0052410721
48	166757	0.0059294256
49	182223	0.0064793545
50	193344	0.0068747870
51	200657	0.0071348174
52	219010	0.0077874002
53	231734	0.0082398310
54	244857	0.0087064492
55	258458	0.0091900638
56	271317	0.0096472949
57	285599	0.0101551240
58	288655	0.0102637870
59	293835	0.0104479737
60	298748	0.0106226667
61	316794	0.0112643334
62	319451	0.0113588091
63	323527	0.0115037405
64	318956	0.0113412082
65	329858	0.0117288537
66	327878	0.0116584503
67	314714	0.0111903742
68	314532	0.0111839028
69	316735	0.0112622355
70	322502	0.0114672943
71	319678	0.0113668806
72	319924	0.0113756277
73	316247	0.0112448835
74	316279	0.0112460214
75	311667	0.0110820312
76	316940	0.0112695247
77	320705	0.0114033979
78	329874	0.0117294226
79	337963	0.0120170454
80	346550	0.0123223758
81	351955	0.0125145629
82	355798	0.0126512096
83	366114	0.0130180185
84	366035	0.0130152094
85	368443	0.0131008314
86	368126	0.0130895597
87	373248	0.0132716841
88	373810	0.0132916673
89	379341	0.0134883346
90	378740	0.0134669647
91	373862	0.0132935163
92	370719	0.0131817598
93	374346	0.0133107260
94	378194	0.0134475504
95	381650	0.0135704364
96	386059	0.0137272084
97	387559	0.0137805444
98	395549	0.0140646470
99	390513	0.0138855806
100	385130	0.0136941757
101	379556	0.0134959794
102	375947	0.0133676532
103	364190	0.0129496063
104	365010	0.0129787632
105	361540	0.0128553795
106	360845	0.0128306672
107	350622	0.0124671651
108	333719	0.0118661403
109	320412	0.0113929796
110	304647	0.0108324191
111	298747	0.0106226311
112	289857	0.0103065269
113	287309	0.0102159269
114	271656	0.0096593488
115	254535	0.0090505726
116	239892	0.0085299073
117	228228	0.0081151672
118	213003	0.0075738076
119	205366	0.0073022566
120	193011	0.0068629464
121	184880	0.0065738302
122	179355	0.0063773762
123	173251	0.0061603345
124	168433	0.0059890196
125	160756	0.0057160463
126	149965	0.0053323477
127	140062	0.0049802239
128	128595	0.0045724886
129	120148	0.0042721362
130	115346	0.0041013902
131	111191	0.0039536497
132	102895	0.0036586665
133	91466	0.0032522823
134	79573	0.0028293995
135	69570	0.0024737201
136	58906	0.0020945372
137	51101	0.0018170126
138	42438	0.0015089799
139	36423	0.0012951029
140	31537	0.0011213700
141	27619	0.0009820566
142	21992	0.0007819757
143	19047	0.0006772595
144	16091	0.0005721522
145	13469	0.0004789210
146	10868	0.0003864365
147	9168	0.0003259892
148	8214	0.0002920675
149	6121	0.0002176461
150	4202	0.0001494117
151	2976	0.0001058185
152	1739	0.0000618341
153	875	0.0000311126
154	446	0.0000158585
155	201	0.0000071470
156	71	0.0000025246
157	36	0.0000012801
158	28	0.0000009956
159	19	0.0000006756
160	27	0.0000009600
161	9	0.0000003200
162	3	0.0000001067
163	1	0.0000000356
164	2	0.0000000711

LCZ_CLASS 11 (Dense trees) total_pixels=1234477681
Temp(F)	Count	Probability
-189	4509687	0.0036531134
-188	3528	0.0000028579
-187	3573	0.0000028943
-186	3679	0.0000029802
-185	3809	0.0000030855
-184	3754	0.0000030410
-183	4041	0.0000032734
-182	3985	0.0000032281
-181	4008	0.0000032467
-180	4461	0.0000036137
-179	4457	0.0000036104
-178	4393	0.0000035586
-177	4386	0.0000035529
-176	4532	0.0000036712
-175	4578	0.0000037085
-174	4544	0.0000036809
-173	4610	0.0000037344
-172	4826	0.0000039093
-171	5060	0.0000040989
-170	5118	0.0000041459
-169	5491	0.0000044480
-168	5622	0.0000045542
-167	5831	0.0000047235
-166	6177	0.0000050037
-165	6392	0.0000051779
-164	6427	0.0000052063
-163	6317	0.0000051171
-162	6305	0.0000051074
-161	6349	0.0000051431
-160	6263	0.0000050734
-159	6140	0.0000049738
-158	6110	0.0000049495
-157	6315	0.0000051155
-156	6072	0.0000049187
-155	6120	0.0000049576
-154	6128	0.0000049640
-153	6319	0.0000051188
-152	6572	0.0000053237
-151	6890	0.0000055813
-150	6779	0.0000054914
-149	6909	0.0000055967
-148	6927	0.0000056113
-147	6739	0.0000054590
-146	7101	0.0000057522
-145	7256	0.0000058778
-144	7103	0.0000057539
-143	7451	0.0000060358
-142	7684	0.0000062245
-141	7980	0.0000064643
-140	8597	0.0000069641
-139	8510	0.0000068936
-138	8747	0.0000070856
-137	9238	0.0000074833
-136	9222	0.0000074704
-135	9739	0.0000078892
-134	9906	0.0000080244
-133	10336	0.0000083728
-132	10284	0.0000083306
-131	10268	0.0000083177
-130	10336	0.0000083728
-129	10171	0.0000082391
-128	9947	0.0000080577
-127	10069	0.0000081565
-126	10360	0.0000083922
-125	10865	0.0000088013
-124	10718	0.0000086822
-123	10286	0.0000083323
-122	10512	0.0000085153
-121	10350	0.0000083841
-120	10749	0.0000087073
-119	10889	0.0000088207
-118	10912	0.0000088394
-117	10778	0.0000087308
-116	11783	0.0000095449
-115	12025	0.0000097410
-114	12132	0.0000098276
-113	12262	0.0000099329
-112	12234	0.0000099103
-111	12246	0.0000099200
-110	12035	0.0000097491
-109	12757	0.0000103339
-108	12908	0.0000104562
-107	13037	0.0000105607
-106	13534	0.0000109633
-105	13189	0.0000106839
-104	13389	0.0000108459
-103	13819	0.0000111942
-102	13700	0.0000110978
-101	14068	0.0000113959
-100	14479	0.0000117288
-99	14973	0.0000121290
-98	15692	0.0000127114
-97	16740	0.0000135604
-96	17457	0.0000141412
-95	16845	0.0000136454
-94	16418	0.0000132996
-93	16601	0.0000134478
-92	16879	0.0000136730
-91	17396	0.0000140918
-90	17550	0.0000142165
-89	18164	0.0000147139
-88	17417	0.0000141088
-87	18138	0.0000146929
-86	18235	0.0000147714
-85	18858	0.0000152761
-84	18919	0.0000153255
-83	19783	0.0000160254
-82	21121	0.0000171093
-81	22162	0.0000179525
-80	23311	0.0000188833
-79	24254	0.0000196472
-78	24968	0.0000202256
-77	26786	0.0000216982
-76	28068	0.0000227367
-75	28665	0.0000232203
-74	30649	0.0000248275
-73	30675	0.0000248486
-72	32916	0.0000266639
-71	32927	0.0000266728
-70	31649	0.0000256376
-69	29936	0.0000242499
-68	31543	0.0000255517
-67	33611	0.0000272269
-66	32330	0.0000261892
-65	32109	0.0000260102
-64	32100	0.0000260029
-63	33391	0.0000270487
-62	32903	0.0000266534
-61	32239	0.0000261155
-60	32551	0.0000263682
-59	32124	0.0000260223
-58	32147	0.0000260410
-57	30641	0.0000248210
-56	31383	0.0000254221
-55	30229	0.0000244873
-54	31457	0.0000254820
-53	33342	0.0000270090
-52	34192	0.0000276975
-51	35097	0.0000284306
-50	36038	0.0000291929
-49	35275	0.0000285748
-48	36855	0.0000298547
-47	38295	0.0000310212
-46	40831	0.0000330755
-45	42917	0.0000347653
-44	43094	0.0000349087
-43	43479	0.0000352206
-42	44528	0.0000360703
-41	49411	0.0000400258
-40	54059	0.0000437910
-39	56935	0.0000461207
-38	60546	0.0000490458
-37	59803	0.0000484440
-36	58112	0.0000470742
-35	62005	0.0000502277
-34	66707	0.0000540366
-33	68333	0.0000553538
-32	65219	0.0000528313
-31	68052	0.0000551261
-30	66727	0.0000540528
-29	70713	0.0000572817
-28	73228	0.0000593190
-27	76099	0.0000616447
-26	76513	0.0000619801
-25	79408	0.0000643252
-24	85997	0.0000696627
-23	93392	0.0000756530
-22	102751	0.0000832344
-21	104358	0.0000845362
-20	105378	0.0000853624
-19	108128	0.0000875901
-18	117396	0.0000950977
-17	123266	0.0000998528
-16	133934	0.0001084945
-15	137918	0.0001117217
-14	144582	0.0001171200
-13	147991	0.0001198815
-12	148321	0.0001201488
-11	148317	0.0001201456
-10	156125	0.0001264705
-9	180529	0.0001462392
-8	210787	0.0001707499
-7	222716	0.0001804131
-6	202926	0.0001643821
-5	186948	0.0001514389
-4	179147	0.0001451197
-3	172495	0.0001397312
-2	169651	0.0001374274
-1	176585	0.0001430443
1	275850	0.0002234548
2	334937	0.0002713188
3	385078	0.0003119360
4	416563	0.0003374407
5	407974	0.0003304831
6	418204	0.0003387700
7	456758	0.0003700010
8	480967	0.0003896117
9	483503	0.0003916661
10	464575	0.0003763333
11	455260	0.0003687876
12	461882	0.0003741518
13	502336	0.0004069219
14	556302	0.0004506376
15	634454	0.0005139453
16	716886	0.0005807201
17	751099	0.0006084347
18	819594	0.0006639197
19	847518	0.0006865398
20	962891	0.0007799987
21	1047433	0.0008484827
22	1157343	0.0009375163
23	1315519	0.0010656483
24	1537675	0.0012456078
25	1749705	0.0014173646
26	1950996	0.0015804223
27	2187763	0.0017722175
28	2279701	0.0018466928
29	2469734	0.0020006307
30	2834212	0.0022958795
31	3456466	0.0027999421
32	4450057	0.0036048096
33	5030804	0.0040752491
34	5319550	0.0043091504
35	5720385	0.0046338505
36	5949028	0.0048190648
37	6452898	0.0052272294
38	6809695	0.0055162561
39	7089407	0.0057428393
40	7767061	0.0062917792
41	8540565	0.0069183632
42	9526282	0.0077168524
43	10255813	0.0083078157
44	11245975	0.0091099055
45	12397242	0.0100424999
46	13209652	0.0107006001
47	14130796	0.0114467813
48	15595666	0.0126334127
49	16428987	0.0133084520
50	16569646	0.0134223941
51	17089339	0.0138433762
52	18714153	0.0151595718
53	19852301	0.0160815390
54	19404802	0.0157190383
55	18039363	0.0146129519
56	16863363	0.0136603223
57	17502925	0.0141784054
58	18149161	0.0147018948
59	18477079	0.0149675278
60	18099053	0.0146613044
61	17674187	0.0143171377
62	17694704	0.0143337577
63	18820112	0.0152454048
64	19739968	0.0159905426
65	21283636	0.0172410051
66	22687076	0.0183778746
67	22401741	0.0181467363
68	21707894	0.0175846792
69	20892684	0.0169243108
70	21339078	0.0172859164
71	21975841	0.0178017321
72	22942590	0.0185848561
73	23374187	0.0189344752
74	24578471	0.0199100165
75	24511565	0.0198558187
76	24607310	0.0199333778
77	25100784	0.0203331210
78	25844519	0.0209355903
79	26893583	0.0217853943
80	27694316	0.0224340354
81	27593675	0.0223525102
82	26786205	0.0216984117
83	25766730	0.0208725766
84	24221385	0.0196207557
85	23993440	0.0194361068
86	24155799	0.0195676272
87	24503767	0.0198495018
88	23759835	0.0192468729
89	22766400	0.0184421317
90	21185061	0.0171611535
91	19881878	0.0161054981
92	17854809	0.0144634523
93	15842769	0.0128335807
94	13774049	0.0111577951
95	11500349	0.0093159635
96	9532322	0.0077217451
97	7718515	0.0062524541
98	6249284	0.0050622900
99	4923852	0.0039886116
100	3932707	0.0031857255
101	3136044	0.0025403813
102	2563609	0.0020766751
103	2077575	0.0016829587
104	1700096	0.0013771784
105	1379807	0.0011177254
106	1146181	0.0009284745
107	951028	0.0007703890
108	789977	0.0006399281
109	657534	0.0005326415
110	542116	0.0004391461
111	455419	0.0003689163
112	375490	0.0003041691
113	311911	0.0002526664
114	256468	0.0002077543
115	212780	0.0001723644
116	176843	0.0001432533
117	148686	0.0001204445
118	123252	0.0000998414
119	102889	0.0000833462
120	86803	0.0000703156
121	72889	0.0000590444
122	62324	0.0000504861
123	54348	0.0000440251
124	47201	0.0000382356
125	39843	0.0000322752
126	34360	0.0000278336
127	30178	0.0000244460
128	26324	0.0000213240
129	23343	0.0000189092
130	20053	0.0000162441
131	17113	0.0000138625
132	15093	0.0000122262
133	13337	0.0000108038
134	11191	0.0000090654
135	10233	0.0000082893
136	9074	0.0000073505
137	7965	0.0000064521
138	6727	0.0000054493
139	5760	0.0000046659
140	4880	0.0000039531
141	3993	0.0000032346
142	3123	0.0000025298
143	2661	0.0000021556
144	2263	0.0000018332
145	1896	0.0000015359
146	1436	0.0000011632
147	1162	0.0000009413
148	1042	0.0000008441
149	757	0.0000006132
150	544	0.0000004407
151	420	0.0000003402
152	363	0.0000002941
153	185	0.0000001499
154	114	0.0000000923
155	118	0.0000000956
156	63	0.0000000510
157	40	0.0000000324
158	48	0.0000000389
159	39	0.0000000316
160	40	0.0000000324
161	37	0.0000000300
162	25	0.0000000203
163	25	0.0000000203
164	25	0.0000000203
165	9	0.0000000073
166	11	0.0000000089
167	26	0.0000000211
168	20	0.0000000162
169	15	0.0000000122
170	17	0.0000000138
171	14	0.0000000113
172	9	0.0000000073
173	12	0.0000000097
174	16	0.0000000130
175	14	0.0000000113
176	17	0.0000000138
177	16	0.0000000130
178	6	0.0000000049
179	20	0.0000000162
180	13	0.0000000105
181	9	0.0000000073
182	12	0.0000000097
183	15	0.0000000122
184	8	0.0000000065
185	9	0.0000000073
186	17	0.0000000138
187	8	0.0000000065
188	6	0.0000000049
189	4	0.0000000032
190	8	0.0000000065
191	8	0.0000000065
192	5	0.0000000041
193	6	0.0000000049
194	14	0.0000000113
195	9	0.0000000073
196	18	0.0000000146
197	8	0.0000000065
198	8	0.0000000065
199	2	0.0000000016
200	9	0.0000000073
201	5	0.0000000041
202	8	0.0000000065
203	11	0.0000000089
204	8	0.0000000065
205	6	0.0000000049
206	3	0.0000000024
207	5	0.0000000041
208	7	0.0000000057
209	6	0.0000000049
211	193	0.0000001563

LCZ_CLASS 12 (Scattered trees) total_pixels=583568105
Temp(F)	Count	Probability
-189	1848676	0.0031678839
-188	1675	0.0000028703
-187	1595	0.0000027332
-186	1873	0.0000032096
-185	1905	0.0000032644
-184	1923	0.0000032952
-183	1968	0.0000033724
-182	2021	0.0000034632
-181	2095	0.0000035900
-180	2198	0.0000037665
-179	2187	0.0000037476
-178	2252	0.0000038590
-177	2363	0.0000040492
-176	2269	0.0000038881
-175	2406	0.0000041229
-174	2538	0.0000043491
-173	2604	0.0000044622
-172	2764	0.0000047364
-171	2748	0.0000047090
-170	2631	0.0000045085
-169	2876	0.0000049283
-168	2914	0.0000049934
-167	2992	0.0000051271
-166	3050	0.0000052265
-165	2891	0.0000049540
-164	2920	0.0000050037
-163	2927	0.0000050157
-162	3030	0.0000051922
-161	3003	0.0000051459
-160	3114	0.0000053361
-159	3105	0.0000053207
-158	2960	0.0000050722
-157	3174	0.0000054390
-156	3102	0.0000053156
-155	3134	0.0000053704
-154	3154	0.0000054047
-153	3323	0.0000056943
-152	3204	0.0000054904
-151	3224	0.0000055246
-150	3303	0.0000056600
-149	3246	0.0000055623
-148	3345	0.0000057320
-147	3426	0.0000058708
-146	3356	0.0000057508
-145	3340	0.0000057234
-144	3613	0.0000061912
-143	3847	0.0000065922
-142	3833	0.0000065682
-141	3928	0.0000067310
-140	3936	0.0000067447
-139	3843	0.0000065853
-138	3828	0.0000065596
-137	3741	0.0000064106
-136	3785	0.0000064860
-135	3955	0.0000067773
-134	4343	0.0000074421
-133	4366	0.0000074816
-132	4407	0.0000075518
-131	4351	0.0000074559
-130	4245	0.0000072742
-129	4159	0.0000071268
-128	4290	0.0000073513
-127	4102	0.0000070292
-126	4101	0.0000070275
-125	4010	0.0000068715
-124	4170	0.0000071457
-123	4479	0.0000076752
-122	4540	0.0000077797
-121	4724	0.0000080950
-120	4752	0.0000081430
-119	4741	0.0000081242
-118	4691	0.0000080385
-117	4880	0.0000083623
-116	4992	0.0000085543
-115	5119	0.0000087719
-114	5172	0.0000088627
-113	5046	0.0000086468
-112	4637	0.0000079459
-111	4590	0.0000078654
-110	4657	0.0000079802
-109	4827	0.0000082715
-108	4525	0.0000077540
-107	4689	0.0000080351
-106	5104	0.0000087462
-105	4804	0.0000082321
-104	5271	0.0000090324
-103	5190	0.0000088936
-102	5800	0.0000099389
-101	6127	0.0000104992
-100	6351	0.0000108830
-99	6554	0.0000112309
-98	6819	0.0000116850
-97	6800	0.0000116525
-96	6989	0.0000119763
-95	7374	0.0000126361
