LST Temperature Distribution Statistics
==================================================

Total files processed: 1,811,272
Total pixels (excluding 0°F): 22,134,369,574

Min temperature: -189°F
Max temperature: 211°F
Mean temperature: 84.27°F
Median temperature: 85°F
Mode temperature: 89°F
Std deviation: 29.61°F

Percentiles:
  10th: 51°F
  25th: 66°F
  50th: 85°F
  75th: 104°F
  90th: 121°F

==================================================
Full Histogram Data
Temp(°F)	Count		Probability
--------------------------------------------------
99		274,784,524		0.01241438
100		270,250,104		0.01220952
101		261,583,266		0.01181797
102		256,233,553		0.01157628
103		248,190,112		0.01121288
104		243,688,065		0.01100949
105		236,204,740		0.01067140
106		231,230,712		0.01044668
107		224,615,989		0.01014784
108		217,485,314		0.00982568
109		213,539,165		0.00964740
110		207,600,985		0.00937912
111		204,845,866		0.00925465
112		199,374,355		0.00900746
113		196,267,975		0.00886711
114		190,677,974		0.00861457
115		186,896,222		0.00844371
116		180,366,460		0.00814871
117		175,628,335		0.00793464
118		168,576,388		0.00761605
119		163,891,505		0.00740439
120		158,339,755		0.00715357
121		152,004,656		0.00686736
122		148,242,654		0.00669740
123		142,985,849		0.00645990
124		138,781,969		0.00626998
125		132,309,630		0.00597756
126		127,439,801		0.00575755
127		121,528,626		0.00549049
128		117,109,018		0.00529082
129		110,912,196		0.00501086
130		105,690,880		0.00477497
131		99,314,409		0.00448689
132		94,578,692		0.00427293
133		88,992,329		0.00402055
134		83,942,044		0.00379238
135		78,241,347		0.00353484
136		71,796,863		0.00324368
137		65,802,215		0.00297285
138		58,835,132		0.00265809
139		52,806,867		0.00238574
140		45,785,786		0.00206854
141		39,333,531		0.00177703
142		32,839,643		0.00148365
143		27,371,476		0.00123661
144		22,342,985		0.00100942
145		18,609,252		0.00084074
146		15,669,975		0.00070795
147		13,125,320		0.00059298
148		10,622,728		0.00047992
149		8,399,505		0.00037948
150		6,439,153		0.00029091
151		4,624,799		0.00020894
152		3,277,751		0.00014808
153		2,205,303		0.00009963
154		1,514,014		0.00006840
155		994,773		0.00004494
156		661,861		0.00002990
157		464,605		0.00002099
158		344,147		0.00001555
159		245,319		0.00001108
160		182,734		0.00000826
161		136,406		0.00000616
162		102,601		0.00000464
163		75,784		0.00000342
164		54,608		0.00000247
165		39,544		0.00000179
166		26,263		0.00000119
167		19,053		0.00000086
168		11,656		0.00000053
169		6,728		0.00000030
170		3,819		0.00000017
171		2,571		0.00000012
172		1,943		0.00000009
173		539		0.00000002
174		205		0.00000001
175		130		0.00000001
176		102		0.00000000
177		62		0.00000000
178		75		0.00000000
179		59		0.00000000
180		46		0.00000000
181		53		0.00000000
182		49		0.00000000
183		47		0.00000000
184		39		0.00000000
185		31		0.00000000
186		42		0.00000000
187		39		0.00000000
188		24		0.00000000
189		22		0.00000000
190		15		0.00000000
191		27		0.00000000
192		12		0.00000000
193		13		0.00000000
194		17		0.00000000
195		21		0.00000000
196		31		0.00000000
197		15		0.00000000
198		11		0.00000000
199		17		0.00000000
200		10		0.00000000
201		6		0.00000000
202		15		0.00000000
203		14		0.00000000
204		12		0.00000000
205		10		0.00000000
206		11		0.00000000
207		8		0.00000000
208		10		0.00000000
209		11		0.00000000
210		3		0.00000000
211		298		0.00000001
